distbin,District,purpose,survey_value,model_value
46,Total,University,0.0,7.0
47,Total,University,0.0,3.0
48,Total,University,0.0,7.0
49,Total,University,0.0,5.0
50,Total,University,0.0,8.0
51,Total,University,0.0,0.0
1,1: Downtown,School,1044.5313,3200.0
2,1: Downtown,School,343.3906,1166.0
3,1: Downtown,School,21.614,571.0
4,1: Downtown,School,0.0,334.0
5,1: Downtown,School,0.0,344.0
6,1: Downtown,School,308.7829,328.0
7,1: Downtown,School,0.0,303.0
8,1: Downtown,School,0.0,204.0
9,1: Downtown,School,19.5998,143.0
10,1: Downtown,School,0.0,165.0
11,1: Downtown,School,0.0,121.0
12,1: Downtown,School,0.0,90.0
13,1: Downtown,School,0.0,76.0
14,1: Downtown,School,0.0,111.0
15,1: Downtown,School,0.0,60.0
16,1: Downtown,School,0.0,90.0
17,1: Downtown,School,0.0,68.0
18,1: Downtown,School,2037.5006,45.0
19,1: Downtown,School,0.0,20.0
20,1: Downtown,School,0.0,11.0
21,1: Downtown,School,0.0,6.0
22,1: Downtown,School,0.0,4.0
23,1: Downtown,School,308.7834,1.0
24,1: Downtown,School,0.0,1.0
25,1: Downtown,School,0.0,0.0
26,1: Downtown,School,0.0,0.0
27,1: Downtown,School,0.0,0.0
28,1: Downtown,School,0.0,0.0
29,1: Downtown,School,0.0,0.0
30,1: Downtown,School,0.0,0.0
31,1: Downtown,School,0.0,0.0
32,1: Downtown,School,0.0,0.0
33,1: Downtown,School,0.0,0.0
34,1: Downtown,School,0.0,0.0
35,1: Downtown,School,0.0,0.0
36,1: Downtown,School,0.0,0.0
37,1: Downtown,School,0.0,0.0
38,1: Downtown,School,0.0,0.0
39,1: Downtown,School,0.0,0.0
40,1: Downtown,School,0.0,0.0
41,1: Downtown,School,0.0,0.0
42,1: Downtown,School,0.0,0.0
43,1: Downtown,School,0.0,0.0
44,1: Downtown,School,0.0,0.0
45,1: Downtown,School,0.0,0.0
46,1: Downtown,School,0.0,0.0
47,1: Downtown,School,0.0,0.0
48,1: Downtown,School,0.0,0.0
49,1: Downtown,School,0.0,0.0
50,1: Downtown,School,0.0,0.0
51,1: Downtown,School,0.0,0.0
1,2: Central,School,24210.2378,36183.0
2,2: Central,School,15755.4269,23743.0
3,2: Central,School,8906.3181,18815.0
4,2: Central,School,11107.5262,11901.0
5,2: Central,School,2496.1859,9261.0
6,2: Central,School,2323.3388,7532.0
7,2: Central,School,5903.701,6160.0
8,2: Central,School,3725.1824,5086.0
9,2: Central,School,3656.116,4287.0
10,2: Central,School,5584.6507,3681.0
11,2: Central,School,4880.2812,3510.0
12,2: Central,School,1808.9516,2879.0
13,2: Central,School,1972.8766,2717.0
14,2: Central,School,723.1314,2305.0
15,2: Central,School,519.6063,1926.0
16,2: Central,School,1364.0363,1563.0
17,2: Central,School,1364.0363,1461.0
18,2: Central,School,485.2851,1210.0
19,2: Central,School,525.4443,977.0
20,2: Central,School,924.1962,652.0
21,2: Central,School,0.0,298.0
22,2: Central,School,113.6799,212.0
23,2: Central,School,309.8379,138.0
24,2: Central,School,0.0,111.0
25,2: Central,School,0.0,64.0
26,2: Central,School,0.0,57.0
27,2: Central,School,0.0,22.0
28,2: Central,School,309.8379,11.0
29,2: Central,School,0.0,0.0
30,2: Central,School,0.0,1.0
31,2: Central,School,0.0,0.0
32,2: Central,School,0.0,0.0
33,2: Central,School,0.0,0.0
34,2: Central,School,0.0,1.0
35,2: Central,School,0.0,1.0
36,2: Central,School,0.0,0.0
37,2: Central,School,0.0,0.0
38,2: Central,School,0.0,0.0
39,2: Central,School,0.0,0.0
40,2: Central,School,0.0,0.0
41,2: Central,School,0.0,0.0
42,2: Central,School,0.0,1.0
43,2: Central,School,0.0,0.0
44,2: Central,School,0.0,1.0
45,2: Central,School,0.0,0.0
46,2: Central,School,0.0,0.0
47,2: Central,School,0.0,0.0
48,2: Central,School,0.0,0.0
49,2: Central,School,0.0,0.0
50,2: Central,School,0.0,0.0
51,2: Central,School,0.0,0.0
1,3: North City,School,38582.2775,28956.0
2,3: North City,School,16654.5815,23516.0
3,3: North City,School,24315.6757,22584.0
4,3: North City,School,20262.9301,20013.0
5,3: North City,School,11850.5374,14173.0
6,3: North City,School,5930.7821,11150.0
7,3: North City,School,481.8936,8724.0
8,3: North City,School,2601.8573,7043.0
9,3: North City,School,2751.9517,6059.0
10,3: North City,School,3549.121,5260.0
11,3: North City,School,2952.5493,4434.0
12,3: North City,School,557.8318,3817.0
13,3: North City,School,909.9171,3422.0
14,3: North City,School,277.6126,3026.0
15,3: North City,School,2800.6336,2601.0
16,3: North City,School,1369.4347,2226.0
17,3: North City,School,3532.496,1926.0
18,3: North City,School,221.7558,1809.0
19,3: North City,School,782.96,1321.0
20,3: North City,School,1403.7947,890.0
21,3: North City,School,206.114,452.0
22,3: North City,School,0.0,299.0
23,3: North City,School,65.1258,177.0
24,3: North City,School,65.0568,134.0
25,3: North City,School,0.0,119.0
26,3: North City,School,0.0,75.0
27,3: North City,School,470.4966,33.0
28,3: North City,School,61.9563,36.0
29,3: North City,School,228.0496,12.0
30,3: North City,School,0.0,19.0
31,3: North City,School,0.0,7.0
32,3: North City,School,353.3579,0.0
33,3: North City,School,0.0,0.0
34,3: North City,School,0.0,3.0
35,3: North City,School,0.0,0.0
36,3: North City,School,0.0,0.0
37,3: North City,School,0.0,0.0
38,3: North City,School,0.0,0.0
39,3: North City,School,0.0,0.0
40,3: North City,School,0.0,0.0
41,3: North City,School,0.0,0.0
42,3: North City,School,0.0,0.0
43,3: North City,School,0.0,0.0
44,3: North City,School,0.0,0.0
45,3: North City,School,0.0,0.0
46,3: North City,School,0.0,0.0
47,3: North City,School,0.0,0.0
48,3: North City,School,0.0,0.0
49,3: North City,School,0.0,0.0
50,3: North City,School,0.0,0.0
51,3: North City,School,0.0,0.0
1,4: South Suburban,School,23028.3244,27043.0
2,4: South Suburban,School,16462.2106,20982.0
3,4: South Suburban,School,12914.3109,18103.0
4,4: South Suburban,School,5503.8894,13191.0
5,4: South Suburban,School,2712.0695,8262.0
6,4: South Suburban,School,3961.0031,5821.0
7,4: South Suburban,School,1457.0255,4186.0
8,4: South Suburban,School,1626.881,3201.0
9,4: South Suburban,School,624.3235,2681.0
10,4: South Suburban,School,731.3227,1862.0
11,4: South Suburban,School,0.0,1438.0
12,4: South Suburban,School,0.0,1071.0
13,4: South Suburban,School,0.0,856.0
14,4: South Suburban,School,65.0568,679.0
15,4: South Suburban,School,0.0,578.0
16,4: South Suburban,School,0.0,441.0
17,4: South Suburban,School,0.0,393.0
18,4: South Suburban,School,815.0668,270.0
19,4: South Suburban,School,65.8049,240.0
20,4: South Suburban,School,0.0,192.0
21,4: South Suburban,School,1288.1799,114.0
22,4: South Suburban,School,684.9532,78.0
23,4: South Suburban,School,0.0,41.0
24,4: South Suburban,School,0.0,33.0
25,4: South Suburban,School,0.0,22.0
26,4: South Suburban,School,0.0,13.0
27,4: South Suburban,School,751.6182,11.0
28,4: South Suburban,School,53.8608,4.0
29,4: South Suburban,School,0.0,5.0
30,4: South Suburban,School,0.0,0.0
31,4: South Suburban,School,0.0,3.0
32,4: South Suburban,School,0.0,2.0
33,4: South Suburban,School,0.0,1.0
34,4: South Suburban,School,0.0,0.0
35,4: South Suburban,School,0.0,0.0
36,4: South Suburban,School,0.0,0.0
37,4: South Suburban,School,0.0,0.0
38,4: South Suburban,School,0.0,0.0
39,4: South Suburban,School,0.0,0.0
40,4: South Suburban,School,0.0,0.0
41,4: South Suburban,School,0.0,0.0
42,4: South Suburban,School,0.0,1.0
43,4: South Suburban,School,0.0,0.0
44,4: South Suburban,School,0.0,0.0
45,4: South Suburban,School,0.0,0.0
46,4: South Suburban,School,0.0,0.0
47,4: South Suburban,School,0.0,0.0
48,4: South Suburban,School,0.0,0.0
49,4: South Suburban,School,0.0,0.0
50,4: South Suburban,School,0.0,0.0
51,4: South Suburban,School,0.0,0.0
1,5: East Suburban,School,11736.2562,27056.0
2,5: East Suburban,School,12168.2069,21861.0
3,5: East Suburban,School,13222.9859,18259.0
4,5: East Suburban,School,6466.8545,12651.0
5,5: East Suburban,School,8142.2648,8444.0
6,5: East Suburban,School,3924.2858,6397.0
7,5: East Suburban,School,2389.2536,5332.0
8,5: East Suburban,School,694.1088,3965.0
9,5: East Suburban,School,1844.3842,2991.0
10,5: East Suburban,School,2711.6524,2197.0
11,5: East Suburban,School,1683.516,1873.0
12,5: East Suburban,School,84.6774,1644.0
13,5: East Suburban,School,130.2036,1435.0
14,5: East Suburban,School,2491.4438,1199.0
15,5: East Suburban,School,151.8041,926.0
16,5: East Suburban,School,130.1136,916.0
17,5: East Suburban,School,170.5266,658.0
18,5: East Suburban,School,170.5266,580.0
19,5: East Suburban,School,0.0,504.0
20,5: East Suburban,School,0.0,500.0
21,5: East Suburban,School,65.0568,281.0
22,5: East Suburban,School,0.0,232.0
23,5: East Suburban,School,0.0,169.0
24,5: East Suburban,School,0.0,140.0
25,5: East Suburban,School,0.0,112.0
26,5: East Suburban,School,0.0,72.0
27,5: East Suburban,School,0.0,53.0
28,5: East Suburban,School,0.0,41.0
29,5: East Suburban,School,65.0861,25.0
30,5: East Suburban,School,0.0,35.0
31,5: East Suburban,School,0.0,3.0
32,5: East Suburban,School,0.0,6.0
33,5: East Suburban,School,0.0,8.0
34,5: East Suburban,School,0.0,2.0
35,5: East Suburban,School,0.0,1.0
36,5: East Suburban,School,0.0,3.0
37,5: East Suburban,School,0.0,1.0
38,5: East Suburban,School,0.0,2.0
39,5: East Suburban,School,0.0,0.0
40,5: East Suburban,School,0.0,0.0
41,5: East Suburban,School,0.0,1.0
42,5: East Suburban,School,0.0,0.0
43,5: East Suburban,School,0.0,1.0
44,5: East Suburban,School,0.0,0.0
45,5: East Suburban,School,0.0,0.0
46,5: East Suburban,School,0.0,0.0
47,5: East Suburban,School,0.0,0.0
48,5: East Suburban,School,0.0,0.0
49,5: East Suburban,School,0.0,0.0
50,5: East Suburban,School,0.0,0.0
51,5: East Suburban,School,0.0,0.0
1,6: North County West,School,12661.6093,18827.0
2,6: North County West,School,16936.6423,16856.0
3,6: North County West,School,9474.5974,14785.0
4,6: North County West,School,5241.2078,14185.0
5,6: North County West,School,6399.2949,9090.0
6,6: North County West,School,3247.7266,6684.0
7,6: North County West,School,19.8232,3854.0
8,6: North County West,School,4362.3331,2615.0
9,6: North County West,School,165.4572,1540.0
10,6: North County West,School,130.6072,2135.0
11,6: North County West,School,137.5272,1396.0
12,6: North County West,School,2609.136,1593.0
13,6: North County West,School,0.0,1134.0
14,6: North County West,School,626.5623,1310.0
15,6: North County West,School,1294.7681,1244.0
16,6: North County West,School,0.0,558.0
17,6: North County West,School,136.8996,323.0
18,6: North County West,School,0.0,234.0
19,6: North County West,School,1744.0548,254.0
20,6: North County West,School,0.0,201.0
21,6: North County West,School,150.4939,108.0
22,6: North County West,School,0.0,101.0
23,6: North County West,School,51.2579,53.0
24,6: North County West,School,39.4122,86.0
25,6: North County West,School,0.0,46.0
26,6: North County West,School,0.0,35.0
27,6: North County West,School,525.7309,20.0
28,6: North County West,School,0.0,17.0
29,6: North County West,School,0.0,11.0
30,6: North County West,School,0.0,10.0
31,6: North County West,School,0.0,31.0
32,6: North County West,School,0.0,5.0
33,6: North County West,School,0.0,65.0
34,6: North County West,School,0.0,2.0
35,6: North County West,School,0.0,320.0
36,6: North County West,School,0.0,7.0
37,6: North County West,School,0.0,6.0
38,6: North County West,School,0.0,1.0
39,6: North County West,School,0.0,0.0
40,6: North County West,School,0.0,0.0
41,6: North County West,School,0.0,0.0
42,6: North County West,School,0.0,1.0
43,6: North County West,School,0.0,0.0
44,6: North County West,School,0.0,0.0
45,6: North County West,School,0.0,0.0
46,6: North County West,School,0.0,0.0
47,6: North County West,School,0.0,1.0
48,6: North County West,School,0.0,0.0
49,6: North County West,School,0.0,0.0
50,6: North County West,School,0.0,0.0
51,6: North County West,School,0.0,0.0
1,7: North County East,School,9480.7228,23041.0
2,7: North County East,School,13398.1665,23003.0
3,7: North County East,School,9063.9564,23435.0
4,7: North County East,School,8704.2079,16506.0
5,7: North County East,School,3244.148,10591.0
6,7: North County East,School,5596.402,7205.0
7,7: North County East,School,4654.7456,4296.0
8,7: North County East,School,0.0,2598.0
9,7: North County East,School,67.5776,1978.0
10,7: North County East,School,1602.5067,1302.0
11,7: North County East,School,1531.2497,1001.0
12,7: North County East,School,438.5908,901.0
13,7: North County East,School,130.1722,684.0
14,7: North County East,School,2410.3531,698.0
15,7: North County East,School,0.0,564.0
16,7: North County East,School,0.0,434.0
17,7: North County East,School,0.0,355.0
18,7: North County East,School,53.8008,313.0
19,7: North County East,School,0.0,265.0
20,7: North County East,School,2239.4282,239.0
21,7: North County East,School,0.0,200.0
22,7: North County East,School,0.0,118.0
23,7: North County East,School,0.0,82.0
24,7: North County East,School,67.2212,57.0
25,7: North County East,School,1530.8933,51.0
26,7: North County East,School,0.0,44.0
27,7: North County East,School,0.0,56.0
28,7: North County East,School,0.0,45.0
29,7: North County East,School,0.0,19.0
30,7: North County East,School,0.0,16.0
31,7: North County East,School,0.0,10.0
32,7: North County East,School,0.0,7.0
33,7: North County East,School,0.0,9.0
34,7: North County East,School,0.0,6.0
35,7: North County East,School,0.0,0.0
36,7: North County East,School,0.0,12.0
37,7: North County East,School,0.0,5.0
38,7: North County East,School,0.0,0.0
39,7: North County East,School,0.0,1.0
40,7: North County East,School,0.0,0.0
41,7: North County East,School,0.0,0.0
42,7: North County East,School,0.0,0.0
43,7: North County East,School,0.0,0.0
44,7: North County East,School,0.0,0.0
45,7: North County East,School,0.0,0.0
46,7: North County East,School,0.0,0.0
47,7: North County East,School,0.0,1.0
48,7: North County East,School,0.0,0.0
49,7: North County East,School,0.0,0.0
50,7: North County East,School,0.0,1.0
51,7: North County East,School,0.0,0.0
1,8: East County,School,0.0,380.0
2,8: East County,School,0.0,761.0
3,8: East County,School,0.0,495.0
4,8: East County,School,0.0,511.0
5,8: East County,School,0.0,412.0
6,8: East County,School,0.0,260.0
7,8: East County,School,0.0,120.0
8,8: East County,School,0.0,118.0
9,8: East County,School,0.0,80.0
10,8: East County,School,0.0,37.0
11,8: East County,School,0.0,106.0
12,8: East County,School,0.0,215.0
13,8: East County,School,0.0,165.0
14,8: East County,School,0.0,49.0
15,8: East County,School,0.0,104.0
16,8: East County,School,0.0,204.0
17,8: East County,School,0.0,153.0
18,8: East County,School,0.0,111.0
19,8: East County,School,0.0,255.0
20,8: East County,School,0.0,197.0
21,8: East County,School,0.0,128.0
22,8: East County,School,0.0,66.0
23,8: East County,School,0.0,24.0
24,8: East County,School,0.0,100.0
25,8: East County,School,0.0,100.0
26,8: East County,School,0.0,71.0
27,8: East County,School,0.0,28.0
28,8: East County,School,0.0,73.0
29,8: East County,School,0.0,66.0
30,8: East County,School,0.0,57.0
31,8: East County,School,0.0,57.0
32,8: East County,School,0.0,5.0
33,8: East County,School,0.0,58.0
34,8: East County,School,0.0,26.0
35,8: East County,School,0.0,2.0
36,8: East County,School,0.0,4.0
37,8: East County,School,0.0,12.0
38,8: East County,School,0.0,1.0
39,8: East County,School,0.0,0.0
40,8: East County,School,0.0,5.0
41,8: East County,School,0.0,3.0
42,8: East County,School,0.0,2.0
43,8: East County,School,0.0,1.0
44,8: East County,School,0.0,1.0
45,8: East County,School,0.0,0.0
46,8: East County,School,0.0,2.0
47,8: East County,School,0.0,2.0
48,8: East County,School,0.0,0.0
49,8: East County,School,0.0,0.0
50,8: East County,School,0.0,1.0
51,8: East County,School,0.0,0.0
1,Total,School,120743.9593,164686.0
2,Total,School,91718.6253,131888.0
3,Total,School,77919.4584,117047.0
4,Total,School,57286.6159,89292.0
5,Total,School,34844.5005,60577.0
6,Total,School,25292.3213,45377.0
7,Total,School,14906.4425,32975.0
8,Total,School,13010.3626,24830.0
9,Total,School,9129.41,19759.0
10,Total,School,14309.8607,16639.0
11,Total,School,11185.1234,13879.0
12,Total,School,5499.1876,12210.0
13,Total,School,3143.1695,10489.0
14,Total,School,6594.16,9377.0
15,Total,School,4766.8121,8003.0
16,Total,School,2863.5846,6432.0
17,Total,School,5203.9585,5337.0
18,Total,School,3783.9357,4572.0
19,Total,School,3118.264,3836.0
20,Total,School,4567.4191,2882.0
21,Total,School,1709.8446,1587.0
22,Total,School,798.6331,1110.0
23,Total,School,735.005,685.0
24,Total,School,171.6902,662.0
25,Total,School,1530.8933,514.0
26,Total,School,0.0,367.0
27,Total,School,1747.8457,223.0
28,Total,School,425.655,227.0
29,Total,School,293.1357,138.0
30,Total,School,0.0,138.0
31,Total,School,0.0,111.0
32,Total,School,353.3579,25.0
33,Total,School,0.0,141.0
34,Total,School,0.0,40.0
35,Total,School,0.0,324.0
36,Total,School,0.0,26.0
37,Total,School,0.0,24.0
38,Total,School,0.0,4.0
39,Total,School,0.0,1.0
40,Total,School,0.0,5.0
41,Total,School,0.0,4.0
42,Total,School,0.0,5.0
43,Total,School,0.0,2.0
44,Total,School,0.0,2.0
45,Total,School,0.0,0.0
46,Total,School,0.0,2.0
47,Total,School,0.0,4.0
48,Total,School,0.0,0.0
49,Total,School,0.0,0.0
50,Total,School,0.0,2.0
51,Total,School,0.0,0.0
99999,1: Downtown,Work,0.0,5.0
99999,2: Central,Work,0.0,61.0
99999,3: North City,Work,0.0,77.0
99999,4: South Suburban,Work,0.0,183.0
99999,5: East Suburban,Work,0.0,198.0
99999,6: North County West,Work,0.0,266.0
99999,7: North County East,Work,0.0,566.0
99999,8: East County,Work,0.0,1007.0
99999,1: Downtown,University,0.0,0.0
99999,2: Central,University,0.0,0.0
99999,3: North City,University,0.0,0.0
99999,4: South Suburban,University,0.0,0.0
99999,5: East Suburban,University,0.0,0.0
99999,6: North County West,University,0.0,0.0
99999,7: North County East,University,0.0,0.0
99999,8: East County,University,0.0,18.0
99999,1: Downtown,School,0.0,0.0
99999,2: Central,School,0.0,0.0
99999,3: North City,School,0.0,0.0
99999,4: South Suburban,School,0.0,0.0
99999,5: East Suburban,School,0.0,4.0
99999,6: North County West,School,0.0,0.0
99999,7: North County East,School,0.0,3.0
99999,8: East County,School,0.0,16.0
99999,Total,Work,0.0,2363.0
99999,Total,University,0.0,18.0
99999,Total,School,0.0,23.0
